Progress,Duration (in seconds),age,qqm,gender,gender_3_TEXT,oc_stat,RS_1,RS_2,RS_3,RS_4,RS_5,RS_6,RS_7,RS_8,RS_9,RS_10,RS_11,RS_12,RS_13,RS_14,RS_15,RS_16,RS_17,RS_18,RS_19,RS_20,RS_21,RS_22,RS_23,RS_24,RS_25,RIES_1,RIES_2,RIES_3,RIES_4,RIES_5,RIES_6,RIES_7,RIES_8,RIES_9,RIES_10,RIES_11,RIES_12,RIES_13,RIES_14,RIES_15,RIES_16,RIES_17,RIES_18,RIES_19,RIES_20,RIES_21,RIES_22,RIES_23,RIES_24,RIES_25
100,604,24,2,2,,1,2,1,1,2,1,2,2,2,3,2,5,2,2,6,6,5,5,3,3,2,3,3,3,3,1,4,2,4,4,1,4,2,2,5,4,5,2,2,2,5,4,4,1,5,2,1,2,1,4,2
100,591,23,2,1,,1,2,2,1,1,2,3,2,2,3,2,6,2,5,2,3,2,5,2,1,5,2,6,2,5,2,2,2,4,4,2,2,2,4,4,4,2,1,2,1,3,2,4,2,2,4,2,2,2,2,2
100,386,56,2,2,,1,2,3,2,2,2,3,3,4,2,3,2,6,3,5,2,3,5,2,2,2,3,3,3,5,3,3,2,2,4,2,2,4,2,3,4,2,2,3,2,2,2,2,2,3,4,3,3,2,3,4
100,773,19,2,2,,3,1,2,2,3,3,2,2,2,2,2,1,2,2,3,3,2,3,2,2,2,3,3,2,3,1,4,2,4,4,4,2,2,4,2,3,4,3,5,1,4,2,2,2,2,3,3,2,2,1,2
100,557,24,2,2,,1,2,2,2,2,1,1,3,2,2,1,2,6,1,2,2,2,2,2,6,1,2,6,2,5,2,4,2,2,4,2,4,3,4,3,4,3,4,2,2,3,2,2,3,2,4,2,2,1,1,2
100,359,20,2,2,,3,2,2,1,2,1,2,3,1,3,2,2,2,3,2,2,1,2,1,2,2,2,5,1,3,2,2,2,2,4,4,2,2,3,4,4,1,2,4,1,1,2,2,1,2,4,4,4,4,2,4
100,769,24,2,2,,1,3,2,4,1,3,2,2,3,3,2,6,3,2,2,2,2,3,2,1,1,2,4,2,2,5,2,3,2,3,2,2,2,2,2,3,2,1,2,1,2,2,1,2,2,3,2,4,1,2,1
100,379,,2,1,,1,1,2,2,1,1,1,1,2,3,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,4,5,3,2,5,2,1,5,1,5,5,2,2,2,2,1,1,5,2,4,2,1,4
100,367,21,2,1,,1,2,1,1,2,2,2,2,1,2,1,6,3,1,2,2,2,1,2,1,2,1,2,2,2,2,2,4,1,4,5,2,5,1,1,5,1,4,5,1,1,1,2,2,1,4,5,4,4,1,5
100,465,,2,2,,3,2,1,1,3,1,2,2,2,1,3,6,2,1,3,3,1,1,1,1,2,1,4,1,3,1,2,4,1,5,3,3,4,3,2,5,2,5,4,2,2,2,3,2,1,5,3,5,2,1,2
100,527,20,2,1,,3,3,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,4,2,2,3,2,2,4,1,2,4,2,3,2,1,2,2,2,1,4,2,2,2
100,494,55,2,1,,1,3,2,3,2,1,1,2,2,3,3,2,5,2,3,2,1,2,2,2,2,1,3,2,1,1,2,3,2,4,5,2,5,1,2,4,2,5,1,1,2,2,2,2,2,4,5,5,5,2,5
100,380,29,2,1,,1,3,1,1,4,1,2,1,2,2,3,1,1,1,1,2,2,1,2,2,3,4,1,2,2,1,1,5,3,5,5,2,4,4,3,5,2,3,3,1,3,3,5,2,2,5,5,4,5,1,5
100,1251,20,2,2,,3,2,2,4,2,6,2,4,3,4,4,5,1,1,3,3,2,6,1,2,1,3,5,3,5,2,2,1,3,3,2,2,1,5,3,4,3,1,5,2,3,2,2,4,2,2,2,2,2,1,2
100,194,19,2,2,,3,2,3,3,2,1,2,5,3,4,3,6,3,1,1,2,2,3,3,3,2,2,7,3,2,3,4,1,2,2,3,2,2,4,4,2,4,3,4,3,4,4,2,5,4,2,2,1,2,2,2
100,400,25,2,1,,1,2,2,2,2,2,1,3,2,2,2,3,2,2,2,2,2,2,3,2,3,2,2,1,1,4,2,4,2,4,3,3,4,1,2,4,2,5,4,2,2,2,1,2,2,4,4,5,2,1,2
100,488,19,2,1,,3,2,3,3,1,1,3,1,4,5,3,5,2,2,3,2,1,4,2,3,6,3,1,5,5,2,2,2,2,4,4,2,4,1,1,5,1,4,4,2,2,2,2,2,2,4,4,4,2,2,2
100,328,26,2,1,,1,2,2,3,4,2,5,3,5,6,3,6,2,6,2,3,1,3,6,6,2,2,3,2,5,1,2,5,1,2,5,1,3,3,2,4,2,5,4,1,2,2,2,2,2,4,5,2,5,2,5
100,731,53,2,2,,1,2,1,1,2,4,2,4,1,1,2,5,3,2,2,2,3,2,1,2,1,1,2,1,3,2,3,4,2,2,,2,1,2,2,2,2,2,3,2,1,2,2,5,3,2,1,4,4,2,5
100,363,20,2,2,,3,2,3,2,2,2,3,3,3,3,1,5,2,2,4,2,3,5,3,2,2,2,6,4,3,5,1,1,2,2,2,2,2,3,4,3,2,2,2,2,2,2,2,4,2,4,1,2,2,2,2
100,214,20,1,2,,2,2,2,1,2,1,2,2,1,2,2,2,5,2,2,2,2,5,2,1,2,2,5,2,6,1,2,2,2,4,5,2,1,2,5,2,3,4,2,2,2,4,4,2,4,1,2,2,2,4,2
100,334,27,2,2,,1,2,1,1,1,2,1,2,2,2,1,4,2,1,3,2,1,2,2,2,1,1,3,2,2,2,2,2,3,4,5,2,4,4,2,4,2,4,5,2,2,2,2,2,2,4,5,4,2,1,2
100,298,18,2,2,,3,2,2,4,3,2,2,4,2,4,2,4,6,2,5,2,2,3,5,4,3,2,2,2,2,5,2,3,2,2,2,3,2,3,3,3,4,4,5,3,2,2,1,4,3,4,2,2,2,3,4
100,731,19,2,1,,3,1,1,1,1,2,1,3,2,1,1,2,5,2,1,3,2,1,1,2,1,2,6,1,2,2,2,3,1,3,2,1,2,2,2,4,3,5,4,3,4,2,3,2,1,1,2,5,1,1,2
100,275,20,2,2,,1,4,1,1,1,1,3,4,1,4,1,1,4,1,2,6,1,1,4,1,1,1,4,1,3,1,4,1,2,5,1,2,1,4,1,3,1,1,1,1,1,3,5,5,1,4,1,3,1,1,2
100,715,22,2,2,,3,3,2,4,2,2,2,4,2,3,2,6,3,2,3,2,2,3,2,2,3,2,4,3,5,5,2,4,2,4,4,1,4,2,2,5,3,5,5,1,4,1,1,2,2,4,4,4,2,2,3
100,12882,19,2,2,,3,5,3,5,2,3,6,5,5,6,6,6,3,3,7,5,3,7,2,1,3,6,6,2,6,3,5,1,5,2,1,2,1,4,5,1,4,4,2,4,3,2,1,2,4,2,2,2,2,2,2
100,417,20,2,2,,3,4,1,2,4,2,3,3,1,3,4,1,1,1,2,4,1,3,3,1,4,1,5,2,4,3,3,3,2,3,4,2,3,1,3,3,1,4,3,1,2,3,3,2,3,3,3,4,3,3,3
100,346,23,2,2,,1,2,2,3,1,3,2,3,4,2,2,3,5,2,3,3,2,4,4,3,2,3,5,4,4,2,2,2,3,3,3,2,4,2,3,3,3,2,4,2,3,2,2,2,4,4,3,3,2,2,2
100,280,,2,2,,3,2,1,1,1,1,1,1,5,2,1,4,4,1,5,3,1,3,1,2,1,1,1,1,1,4,4,2,1,4,3,2,2,1,2,4,1,3,2,1,2,2,4,1,1,1,4,3,3,2,3
100,553,58,2,1,,1,2,2,2,2,1,3,2,2,3,2,3,2,2,2,1,2,3,3,2,2,2,3,2,4,2,2,2,2,3,4,2,4,1,2,3,3,2,3,1,2,2,3,2,4,3,3,4,3,3,4
100,532,27,2,2,,1,2,1,1,3,1,1,1,1,2,2,4,3,3,3,2,1,1,4,4,2,1,5,3,2,4,2,2,2,2,4,2,2,3,2,3,2,4,3,4,2,2,2,2,3,2,3,3,2,4,2
100,650,26,2,1,,4,2,4,4,2,2,2,3,4,2,2,4,2,4,2,2,3,4,2,3,3,3,4,4,3,3,4,3,3,3,4,3,3,4,4,3,3,3,3,2,2,2,2,2,2,3,4,3,2,4,2
100,13830,80,2,2,,2,2,3,3,1,1,1,5,3,5,2,5,3,2,2,1,2,3,1,2,1,3,5,3,6,2,4,4,2,2,1,1,2,4,2,2,3,1,3,4,3,2,1,4,4,2,1,4,1,2,1
100,1202,19,2,2,,3,3,2,4,3,6,5,4,3,3,3,4,6,3,4,2,2,4,3,4,2,4,5,3,4,6,4,2,1,1,3,2,2,4,2,3,2,5,4,2,2,3,1,3,2,4,2,5,4,3,4
100,396,19,2,2,,3,2,2,2,2,2,3,2,4,2,2,3,2,2,3,2,2,2,1,2,3,2,4,2,3,2,3,2,2,3,2,2,1,2,2,3,2,2,3,2,3,2,2,2,2,4,1,3,2,2,2
100,979,21,2,2,,3,3,3,2,4,1,2,4,2,3,1,3,5,2,3,4,3,4,3,2,4,1,7,4,4,3,4,2,3,2,3,3,2,3,4,3,3,3,3,1,3,3,4,4,3,3,3,4,3,2,3
100,15810,31,2,2,,1,2,1,2,2,1,1,1,2,2,2,2,1,1,3,2,2,1,1,1,4,1,1,1,1,1,2,1,2,3,2,1,2,1,2,5,1,3,4,1,1,2,1,3,2,1,2,2,5,1,2
100,318,52,2,1,,1,3,2,1,2,1,2,2,1,2,2,3,4,1,4,1,1,7,1,2,3,1,1,1,2,1,1,5,2,5,5,2,4,1,2,5,1,5,4,2,2,2,4,1,2,5,4,4,5,2,4
100,739,20,2,2,,3,3,2,2,6,1,3,6,2,3,4,5,2,3,3,3,2,4,3,2,1,3,6,3,6,2,2,3,5,4,4,2,3,5,4,4,3,3,5,1,3,2,1,4,4,4,4,4,2,4,2
100,266,,2,2,,3,1,2,1,1,1,1,5,1,2,1,3,3,2,2,1,1,1,1,2,3,1,4,2,2,3,2,5,2,4,4,1,2,3,1,5,2,4,2,1,3,2,2,2,1,5,4,5,3,1,4
100,371,20,2,1,,3,2,3,5,1,3,4,4,4,6,6,5,3,3,4,2,1,7,3,3,6,7,6,5,5,5,4,3,4,3,2,4,2,2,4,2,3,1,4,1,4,3,2,2,4,2,2,2,2,5,2
100,533,20,2,1,,3,3,1,3,2,2,3,3,1,4,2,3,5,3,4,1,1,3,3,2,2,1,6,2,3,3,4,1,2,3,2,2,2,4,3,2,1,2,2,4,3,3,3,2,3,2,3,2,3,1,3
100,394,20,2,2,,4,3,2,2,2,1,2,3,3,3,2,2,2,2,2,3,3,2,2,3,2,2,5,4,3,2,2,2,2,2,2,2,2,3,4,3,3,2,3,3,2,2,1,2,3,2,2,2,1,2,2
100,301,59,2,1,,4,3,3,1,1,2,1,2,2,2,1,2,2,1,3,1,2,1,1,1,1,1,1,2,1,1,1,5,1,5,4,1,4,1,1,5,1,5,5,1,2,1,3,1,1,5,4,4,4,1,3
100,340,19,2,1,,3,3,1,3,5,2,4,5,4,2,3,2,6,2,2,6,5,6,1,5,2,2,6,4,6,4,4,3,3,2,5,2,1,2,2,3,3,3,4,2,5,4,2,3,2,2,5,1,4,4,2
100,250,19,2,2,,3,3,2,2,2,2,3,2,1,3,3,4,4,2,2,1,2,2,2,1,2,2,3,3,3,2,2,4,2,5,4,2,2,2,4,2,1,2,3,4,2,2,4,3,3,3,4,3,4,2,3
100,260,24,2,1,,1,2,1,1,1,5,1,1,1,1,1,1,3,2,1,2,1,1,2,2,2,3,1,1,2,1,2,4,2,4,3,2,4,2,2,4,1,2,4,1,2,2,1,2,1,5,4,4,4,2,2
100,393,19,2,2,,3,3,2,1,2,2,1,2,2,2,2,5,3,2,4,4,1,3,1,2,3,2,3,3,2,1,3,2,2,4,1,2,2,3,3,3,3,2,2,2,3,2,2,3,2,4,2,3,2,1,2
100,470,,2,1,,3,2,2,1,1,1,5,4,2,5,3,2,5,3,5,2,1,3,3,1,5,4,5,2,3,3,1,5,3,2,3,2,4,2,4,4,1,4,4,4,3,1,1,3,1,2,2,5,3,2,3
100,232,21,1,2,,3,5,3,3,3,2,6,5,2,6,3,6,2,3,3,2,2,6,7,6,3,4,7,3,5,6,4,1,4,2,2,4,1,5,5,1,4,1,1,4,5,5,2,4,4,1,2,1,3,4,4
100,421,19,2,2,,3,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,3,1,4,2,2,2,2,3,2,2,3,2,3,2,2,2,2,3,4,1,3,2,1,2,2,4,2,4,2,2,4
100,594,20,2,1,,4,2,2,2,2,2,2,2,2,3,3,4,3,2,2,3,2,2,2,4,3,3,3,2,3,2,2,4,2,4,3,2,2,2,2,3,2,3,4,2,3,2,2,2,2,3,3,3,3,2,3
100,369,27,2,1,,1,3,2,2,3,1,1,2,1,1,2,2,6,1,3,5,1,2,1,1,2,3,6,1,2,2,3,4,2,4,4,1,4,2,2,5,2,5,4,2,2,2,1,1,2,5,4,4,4,2,4
100,627,20,2,1,,3,3,2,1,3,2,4,1,3,3,3,1,2,2,3,3,1,2,2,2,3,4,6,2,2,5,4,2,2,4,2,4,2,4,4,2,2,2,2,1,2,2,4,2,2,4,2,2,1,3,2
100,454,19,2,1,,3,4,2,2,3,1,3,4,3,3,2,1,2,1,3,3,1,6,2,3,1,3,5,2,1,1,1,1,4,5,4,2,2,4,3,4,2,1,1,1,1,3,5,3,3,3,3,4,4,1,3
100,458,,2,2,,1,3,3,3,2,3,3,3,3,2,3,5,5,3,3,3,2,3,2,2,2,1,6,2,3,5,4,2,2,2,4,2,2,2,,2,3,4,4,2,3,2,2,2,2,4,4,4,4,2,2
100,382,21,2,2,,1,3,2,2,1,2,1,4,2,1,1,3,5,1,1,2,3,2,2,1,2,1,7,2,3,2,2,5,2,5,1,1,4,1,2,5,1,2,3,3,2,2,4,1,2,4,2,4,2,1,2
100,430,23,2,2,,3,5,2,3,2,1,2,5,2,5,2,4,2,2,3,2,2,5,3,2,2,1,5,3,2,2,2,3,2,3,2,2,1,4,4,3,2,3,4,1,2,2,1,4,2,3,2,4,1,2,2
100,281,21,2,1,,4,2,2,6,2,2,7,2,6,2,2,6,2,5,3,6,2,6,1,1,2,2,7,1,2,1,1,2,2,4,2,2,4,2,1,4,1,2,4,2,1,2,1,1,1,5,2,2,1,5,1
100,352,20,2,2,,3,2,2,2,6,3,5,4,2,3,3,1,2,2,7,6,4,6,3,1,2,5,2,3,5,6,4,4,4,3,2,2,2,5,3,2,2,1,5,1,5,3,2,4,2,3,3,4,1,2,4
100,380,21,2,1,,3,3,2,2,1,2,2,3,4,2,2,5,3,1,2,2,3,3,3,3,2,3,6,2,1,2,4,1,4,2,1,1,1,2,2,2,4,3,5,4,3,1,2,4,2,1,2,1,1,3,1
100,487,23,2,1,,3,3,1,3,2,2,1,2,1,5,2,2,2,2,5,3,2,2,2,2,2,1,2,2,3,1,2,2,2,4,5,2,4,2,2,5,2,4,5,1,3,2,1,2,2,5,4,4,4,2,2
100,320,21,2,1,,1,4,1,1,3,1,4,2,5,3,3,2,2,1,4,2,2,4,1,4,5,5,6,2,4,5,4,3,2,4,4,2,3,2,1,2,2,4,3,1,2,3,5,2,2,4,4,2,4,1,3
100,664,23,2,2,,3,1,2,3,4,2,1,2,1,1,1,2,4,1,3,3,3,1,2,1,2,1,3,2,1,3,4,4,1,5,4,2,3,1,1,4,2,5,4,2,2,2,2,1,1,5,3,4,3,1,4
100,1043,23,2,1,,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,1,3,2,2,1,2,5,1,5,5,1,5,1,1,4,1,5,5,1,1,1,1,1,2,4,5,4,5,1,5
100,2393,19,2,2,,3,4,3,2,3,2,4,3,1,3,3,3,3,1,2,2,1,3,3,1,2,6,6,5,5,1,2,4,3,4,4,1,2,4,2,2,3,2,5,2,2,3,5,5,2,4,5,4,5,2,3
100,423,24,2,2,,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,3,2,1,1,3,2,3,3,1,2,1,4,2,1,2,5,2,5,2,5,3,1,1,2,2,2,2,4,2,4,2,1,4
100,309,22,2,2,,2,3,3,4,1,2,1,3,3,2,1,4,2,1,2,3,1,3,3,3,2,3,7,2,7,3,2,4,2,4,2,3,2,2,3,4,3,5,3,1,3,2,2,2,2,3,2,4,2,2,2
100,404,48,2,2,,1,2,2,2,2,4,2,6,3,2,2,2,1,5,1,2,2,5,3,3,2,3,5,4,2,3,2,2,3,3,3,2,2,2,2,2,2,4,2,2,2,2,1,2,2,4,3,3,3,3,2
100,331,20,2,1,,3,3,1,1,1,2,1,1,1,3,1,7,2,2,3,1,1,6,2,2,1,1,6,3,1,1,5,1,5,4,1,4,1,4,5,4,2,4,4,1,4,4,2,5,4,4,1,4,1,2,2
100,956,19,2,2,,3,1,4,3,5,2,5,4,6,1,4,1,4,4,4,4,1,4,3,4,4,5,6,3,4,6,1,2,4,4,2,4,4,2,4,3,2,4,4,3,2,2,4,1,2,2,2,5,4,4,2
100,386,21,2,2,,3,2,2,3,2,2,1,2,3,2,2,2,3,2,2,2,2,3,2,1,2,2,6,3,4,5,2,4,2,4,3,2,2,4,2,3,2,4,3,2,2,2,2,2,2,2,2,2,3,1,3
100,361,19,2,2,,3,3,4,4,4,2,3,4,4,5,4,3,4,3,3,4,3,5,2,3,3,4,6,3,5,3,3,2,4,2,2,3,2,4,3,2,3,3,3,3,2,3,3,4,4,2,2,2,2,3,2
100,305,20,1,2,,3,7,2,1,2,1,2,3,5,3,6,3,6,2,7,5,2,5,5,2,3,3,7,3,7,2,4,1,4,2,1,2,1,5,4,2,4,1,2,5,4,2,4,4,4,2,1,1,2,5,1
100,353,20,2,1,,3,1,2,5,3,2,3,4,2,4,5,5,2,5,2,2,2,4,6,5,2,3,6,2,3,2,4,1,2,2,1,2,2,2,4,2,2,3,4,2,3,3,1,4,3,4,2,2,2,3,2
100,399,19,2,2,,3,5,3,5,2,2,7,3,4,6,5,5,5,3,6,4,5,6,4,4,3,7,6,5,7,2,2,3,4,3,3,1,2,2,5,2,5,3,3,2,5,3,1,4,5,1,2,3,2,2,2
100,446,32,2,1,,1,2,1,2,2,1,1,1,2,3,2,5,2,4,2,2,2,3,3,2,2,2,1,1,2,1,1,4,2,4,4,2,3,1,1,4,2,4,4,1,2,2,2,2,2,4,3,5,4,2,1
100,740,32,2,2,,1,3,3,4,4,3,1,4,3,4,3,2,3,3,3,3,3,4,2,2,3,1,5,4,3,3,2,2,2,3,2,3,2,2,2,2,3,5,5,2,3,4,1,3,3,3,2,3,3,4,3
100,997,50,2,2,,1,3,1,3,1,2,2,3,2,3,1,4,4,5,4,1,1,2,1,1,3,3,2,2,5,5,2,1,1,2,4,1,2,1,3,4,1,5,5,1,3,2,1,3,2,4,3,4,3,1,2
100,277,21,2,1,,3,2,2,2,1,1,2,2,3,3,1,3,2,2,3,3,2,5,3,4,1,4,7,1,2,1,2,2,2,4,1,3,3,2,1,5,2,3,4,1,2,2,2,1,1,4,2,5,2,2,2
100,317,35,2,2,,1,3,2,3,3,2,1,3,4,3,3,5,4,3,3,5,2,6,2,1,3,1,6,2,5,4,2,1,2,4,3,2,3,2,2,4,3,2,4,4,2,2,1,3,2,4,2,2,4,2,4
100,530,42,2,1,,1,1,1,1,1,1,4,1,4,2,2,5,1,2,1,2,1,2,1,1,1,4,1,5,2,3,1,3,4,4,5,2,5,3,2,3,2,4,1,1,3,1,5,2,2,3,5,5,5,2,5
100,285,23,2,1,,1,3,2,2,2,1,3,2,1,2,3,3,2,2,2,3,1,2,3,2,3,3,2,3,2,3,2,4,2,4,4,4,3,2,2,4,2,3,2,2,2,2,3,2,1,4,4,2,2,2,4
100,396,60,2,2,,2,2,2,2,1,1,2,3,2,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,2,4,2,3,4,2,5,4,2,2,2,2,2,2,4,2,4,2,2,2
100,456,31,2,1,,1,4,2,5,4,2,4,3,5,4,3,1,3,2,5,3,5,6,3,2,4,4,5,3,1,1,3,4,2,4,5,3,3,3,2,4,3,4,3,3,3,2,4,3,3,4,5,2,2,3,3
100,294,18,2,2,,3,3,2,1,1,1,3,5,5,3,2,2,7,6,3,3,2,5,2,1,2,4,6,2,6,3,5,1,4,1,3,2,1,5,4,2,5,1,1,5,3,4,5,2,2,1,2,1,2,2,2
100,1105,21,2,2,,3,3,3,1,2,3,1,4,4,5,2,5,2,3,3,4,2,2,4,5,2,2,5,4,5,2,2,2,2,2,1,1,3,4,2,2,4,4,4,4,3,2,2,4,1,4,1,4,4,3,2
100,731,22,1,1,,3,3,2,2,3,1,6,2,2,4,2,2,3,4,3,5,1,3,5,2,3,4,2,3,4,1,2,4,3,2,5,2,4,2,4,4,4,4,3,1,3,4,4,3,2,2,5,2,4,3,4
100,851,,2,1,,4,2,2,5,1,1,7,2,3,7,1,5,3,3,6,3,1,1,3,1,4,3,2,2,2,1,3,5,3,5,5,4,2,4,4,5,2,5,5,2,3,3,1,2,1,4,5,4,4,2,5
100,289,,2,2,,3,1,3,1,2,1,1,3,3,2,1,5,1,3,3,3,2,3,2,3,1,2,5,3,5,2,2,2,2,4,1,4,2,2,4,4,2,2,4,2,2,4,2,2,2,4,2,4,1,2,2
100,375,19,1,2,,3,3,3,2,1,3,3,3,5,2,2,1,4,3,3,2,2,5,1,2,3,3,5,5,5,7,2,2,2,3,1,2,2,2,2,3,2,4,2,1,2,2,4,4,2,2,1,4,1,1,1
100,348,59,2,1,,1,1,1,1,1,1,3,5,2,1,1,5,3,2,1,1,1,2,1,1,1,3,3,2,1,2,2,2,2,5,3,1,3,2,2,5,2,4,5,2,2,2,2,1,1,5,2,5,2,3,2
100,491,,2,2,,1,6,1,2,2,3,4,2,3,3,2,2,2,5,6,4,3,3,4,2,3,3,2,2,3,5,2,4,2,2,5,3,4,2,2,3,2,1,2,3,1,2,4,2,2,2,5,4,5,1,4
100,785,20,2,1,,3,5,3,6,1,5,1,3,4,6,2,3,3,2,3,2,1,3,3,2,2,2,6,3,3,5,4,1,2,2,5,2,1,3,2,2,1,2,4,2,3,2,1,4,4,2,2,5,4,3,4
100,243,,2,2,,2,3,2,4,4,4,3,,5,3,2,4,3,3,2,3,1,6,2,4,3,3,6,3,2,2,1,1,3,3,1,3,3,2,4,4,5,1,2,2,3,2,4,3,3,3,4,2,2,3,2
100,635,57,2,2,,4,1,2,2,1,3,5,2,4,2,2,4,4,1,2,1,2,3,1,2,2,3,5,2,4,2,1,3,2,4,3,1,4,2,2,4,2,3,4,3,3,2,4,2,2,4,2,3,2,1,2
100,191,19,2,2,,3,1,1,1,2,1,1,1,1,2,1,6,5,1,2,3,1,2,1,2,2,1,4,1,2,1,2,4,2,4,4,2,4,2,2,4,2,5,5,1,2,2,1,1,1,5,4,5,5,1,5
100,629,21,2,1,,3,3,2,3,2,2,1,5,2,3,2,2,2,2,3,2,2,3,3,3,3,2,5,3,3,1,2,4,2,5,4,1,4,4,2,4,2,2,4,2,2,2,1,2,2,4,4,4,2,3,4
100,745,21,2,1,,3,2,1,3,2,3,2,2,6,3,4,2,4,2,5,3,2,3,4,2,2,3,3,2,5,2,2,4,2,4,4,1,5,2,1,5,2,3,2,1,1,3,4,2,2,4,5,4,5,2,5
100,441,28,2,1,,1,6,2,2,4,2,3,3,2,2,2,1,2,3,2,4,2,3,2,4,2,1,6,2,6,2,3,4,1,4,2,3,3,2,2,3,2,4,3,1,3,2,2,2,2,2,2,2,2,2,2
100,1324,20,2,2,,1,3,3,4,2,5,5,3,4,2,3,2,2,2,2,4,2,6,3,3,2,4,6,3,4,3,4,2,3,3,3,2,2,2,3,2,4,3,2,2,3,2,2,4,4,2,3,2,3,4,2
100,475,20,2,1,,1,5,1,6,1,1,1,1,1,1,1,2,1,1,3,2,1,5,2,1,1,1,3,2,1,2,1,2,1,5,5,1,1,1,1,5,5,5,2,1,1,1,1,1,1,5,1,3,1,1,5
100,9910,31,2,2,,5,1,2,1,2,2,1,2,1,2,1,3,2,1,1,1,2,1,1,2,2,1,3,2,4,2,2,2,2,2,1,2,2,2,2,4,3,4,5,2,1,1,2,2,2,4,1,4,2,2,1
100,1598,20,2,2,,3,5,2,6,3,2,2,4,5,6,3,3,3,2,7,6,1,5,4,6,2,2,7,3,6,6,4,2,2,2,2,4,2,3,4,3,4,5,3,2,3,2,1,4,4,2,2,4,2,2,3
100,1188,55,2,2,,2,5,2,4,3,2,4,3,3,7,2,1,2,2,5,2,2,4,5,1,2,2,5,2,2,4,3,2,3,3,2,2,2,4,3,3,3,5,3,1,2,3,2,4,4,3,2,4,3,1,2
100,385,57,2,2,,1,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,2,5,2,3,2,2,2,2,4,2,4,3,2,4,2,2,4,2,4,2,2,3,2,2,2,2,4,4,4,3,2,2
100,311,24,2,2,,2,3,2,3,5,3,1,5,5,3,6,2,5,3,6,5,5,3,5,3,1,2,5,3,5,4,4,1,4,1,1,4,2,5,2,4,5,2,2,2,4,4,2,4,3,4,1,2,1,3,2
100,528,46,2,2,,1,3,3,3,5,3,2,3,2,3,5,3,3,2,4,3,2,3,4,3,5,2,3,3,5,3,4,4,2,2,4,2,2,4,2,2,4,2,2,2,2,2,4,2,2,3,4,2,2,3,4
100,551,66,2,1,,2,2,2,1,1,2,2,1,1,2,2,7,4,7,2,2,1,2,2,1,2,1,2,2,1,3,3,2,2,5,5,1,5,1,1,5,1,4,4,2,2,1,2,2,2,5,4,4,4,2,2
100,498,22,2,2,,3,3,2,2,2,2,3,2,2,2,1,1,2,2,1,1,2,3,1,1,6,3,5,2,3,2,4,1,2,2,2,2,1,2,4,2,2,4,5,1,2,2,2,4,2,2,2,1,2,2,2
100,730,20,1,2,,3,4,2,3,2,2,2,3,2,3,3,2,2,2,2,4,1,3,1,2,2,3,4,2,3,3,3,2,2,2,1,3,2,2,3,2,3,2,1,1,3,3,4,3,3,2,1,3,1,2,1
100,401,20,2,2,,3,3,2,5,2,2,2,4,2,3,2,5,6,3,4,3,1,7,1,3,3,3,7,3,3,3,3,3,2,3,2,2,2,4,2,4,2,4,5,3,2,4,2,2,2,4,2,2,4,1,1
100,606,,2,2,,1,2,2,2,1,1,1,3,1,3,1,6,4,2,2,1,2,2,2,2,1,1,2,2,2,2,3,3,2,4,3,1,3,2,2,5,2,5,4,2,3,2,1,2,2,4,4,4,4,2,4
100,350,20,2,2,,2,3,3,3,4,3,3,3,3,3,4,5,3,4,3,4,3,4,3,3,3,4,6,3,4,3,3,2,4,3,3,4,2,4,4,3,3,4,4,2,4,3,2,3,3,3,3,3,2,2,2
100,271,20,2,2,,3,5,1,1,5,1,3,3,2,5,2,2,2,1,5,3,2,4,5,3,3,2,5,2,5,1,2,4,4,4,1,2,2,4,2,2,4,1,1,1,2,4,4,2,2,4,1,4,1,2,1
100,364,,2,2,,3,2,2,3,1,1,3,2,4,3,2,5,2,2,2,3,2,3,3,2,2,3,4,2,3,3,3,2,3,4,2,3,3,2,2,3,3,4,2,2,3,2,1,2,3,2,2,3,3,2,3
100,318,,2,2,,3,3,2,2,1,6,2,1,3,3,3,3,1,6,1,2,1,2,1,2,2,5,5,3,2,1,2,4,1,5,2,4,2,4,1,5,2,1,4,5,3,1,4,2,2,3,2,5,2,2,4
100,283,20,2,2,,3,4,3,1,3,2,2,4,3,3,3,2,3,2,3,4,3,5,5,4,2,4,6,3,5,6,4,2,4,2,2,2,2,4,5,2,4,1,1,3,3,3,3,4,4,2,2,2,2,3,2
100,254,27,2,1,,1,2,1,1,3,3,4,1,3,2,1,4,5,2,1,5,1,3,4,2,1,5,1,2,3,1,2,4,2,5,3,3,4,2,2,5,2,3,4,1,4,2,3,2,1,4,4,5,3,2,4
100,314,26,2,1,,4,1,2,1,1,1,2,2,2,2,1,4,4,3,3,1,3,2,2,2,1,4,3,1,3,1,2,5,2,4,4,2,5,3,2,5,2,1,4,1,1,2,4,2,2,5,5,3,5,2,4
